legacy_commodity_id,duplicate_no,legacy_fund_id,legacy_location_id,legacy_period_id,amount,unit,unit_abbr
15529,1,2642,89157,25920,19966496.71,"dollars","$"
15530,1,2621,89157,25920,-44289.75,"dollars","$"
15530,1,2629,89157,25920,-56196.08,"dollars","$"
15530,1,2642,89157,25920,768787.89,"dollars","$"
15533,1,2642,89157,25920,15387.56,"dollars","$"
15538,1,2621,89157,25920,-1377.28,"dollars","$"
15538,1,2629,89157,25920,1361.82,"dollars","$"
15538,1,2642,89157,25920,1377.28,"dollars","$"
15544,1,2621,89157,25920,6726,"dollars","$"
15544,1,2642,89157,25920,704217.03,"dollars","$"
15206,1,2629,89157,25921,2893.56,"dollars","$"
15206,1,2642,89157,25921,-3257165.22,"dollars","$"
15529,1,2621,89157,25921,14298958.54,"dollars","$"
15529,1,2629,89157,25921,-770907.29,"dollars","$"
15529,1,2642,89157,25921,22567985.6,"dollars","$"
15530,1,2621,89157,25921,5350.25,"dollars","$"
15530,1,2629,89157,25921,-1433.67,"dollars","$"
15530,1,2642,89157,25921,361305.81,"dollars","$"
15533,1,2642,89157,25921,13819.55,"dollars","$"
15538,1,2621,89157,25921,-1093.57,"dollars","$"
15538,1,2642,89157,25921,1093.57,"dollars","$"
15544,1,2642,89157,25921,1116893.33,"dollars","$"
15206,1,2629,89157,25922,550.97,"dollars","$"
15206,1,2642,89157,25922,-429094.49,"dollars","$"
15206,1,2652,89157,25922,-1429780.32,"dollars","$"
15529,1,2621,89157,25922,12108.76,"dollars","$"
15529,1,2629,89157,25922,163824.32,"dollars","$"
15529,1,2642,89157,25922,27215.64,"dollars","$"
15530,1,2642,89157,25922,318526.86,"dollars","$"
15533,1,2642,89157,25922,61999.73,"dollars","$"
15538,1,2621,89157,25922,-831.16,"dollars","$"
15538,1,2642,89157,25922,831.16,"dollars","$"
15544,1,2629,89157,25922,5474.54,"dollars","$"
15544,1,2642,89157,25922,402283.39,"dollars","$"
15547,1,2642,89157,25922,6786811.47,"dollars","$"
15549,1,2642,89157,25922,13676479.93,"dollars","$"
15206,1,2629,89157,25923,1166.74,"dollars","$"
15206,1,2642,89157,25923,-487982.83,"dollars","$"
15206,1,2652,89157,25923,-1626038.13,"dollars","$"
15529,1,2621,89157,25923,60752.45,"dollars","$"
15529,1,2629,89157,25923,1011157.25,"dollars","$"
15529,1,2642,89157,25923,28739.33,"dollars","$"
15530,1,2642,89157,25923,230803.52,"dollars","$"
15533,1,2642,89157,25923,20848.45,"dollars","$"
15538,1,2621,89157,25923,-854.85,"dollars","$"
15538,1,2642,89157,25923,854.85,"dollars","$"
15544,1,2621,89157,25923,3007.5,"dollars","$"
15544,1,2629,89157,25923,1265.14,"dollars","$"
15544,1,2642,89157,25923,557452.62,"dollars","$"
15547,1,2642,89157,25923,6066765.04,"dollars","$"
15549,1,2642,89157,25923,16418350.2,"dollars","$"
15206,1,2629,89157,25924,6061.36,"dollars","$"
15206,1,2642,89157,25924,-723776.95,"dollars","$"
15206,1,2652,89157,25924,-2412036.95,"dollars","$"
15529,1,2621,89157,25924,66484.06,"dollars","$"
15529,1,2629,89157,25924,2472228.2,"dollars","$"
15529,1,2642,89157,25924,30400.48,"dollars","$"
15530,1,2629,89157,25924,16.24,"dollars","$"
15530,1,2642,89157,25924,228575.94,"dollars","$"
15533,1,2642,89157,25924,39774.48,"dollars","$"
15538,1,2621,89157,25924,-692.62,"dollars","$"
15538,1,2642,89157,25924,692.62,"dollars","$"
15544,1,2629,89157,25924,10613.26,"dollars","$"
15544,1,2642,89157,25924,582781.56,"dollars","$"
15547,1,2642,89157,25924,14088693.89,"dollars","$"
15549,1,2642,89157,25924,18669279.18,"dollars","$"
15206,1,2629,89157,25925,989.71,"dollars","$"
15206,1,2642,89157,25925,-624752.96,"dollars","$"
15206,1,2652,89157,25925,22178138.54,"dollars","$"
15529,1,2621,89157,25925,36731.31,"dollars","$"
15529,1,2629,89157,25925,-846368.48,"dollars","$"
15529,1,2642,89157,25925,29985.46,"dollars","$"
15530,1,2642,89157,25925,272067.09,"dollars","$"
15533,1,2642,89157,25925,9518.32,"dollars","$"
15538,1,2642,89157,25925,794.66,"dollars","$"
15544,1,2621,89157,25925,491.85,"dollars","$"
15544,1,2629,89157,25925,1184.98,"dollars","$"
15544,1,2642,89157,25925,428705.25,"dollars","$"
15547,1,2642,89157,25925,13628303.01,"dollars","$"
15549,1,2642,89157,25925,17676234.65,"dollars","$"
15206,1,2629,89157,25926,675.5,"dollars","$"
15206,1,2642,89157,25926,-580358.7,"dollars","$"
15206,1,2652,89157,25926,-1962239.37,"dollars","$"
15529,1,2621,89157,25926,79452.51,"dollars","$"
15529,1,2629,89157,25926,1587248.11,"dollars","$"
15529,1,2642,89157,25926,29147.59,"dollars","$"
15530,1,2642,89157,25926,252676.6,"dollars","$"
15533,1,2642,89157,25926,46403.59,"dollars","$"
15538,1,2621,89157,25926,320,"dollars","$"
15538,1,2642,89157,25926,997.5,"dollars","$"
15544,1,2629,89157,25926,0,"dollars","$"
15544,1,2642,89157,25926,403635.74,"dollars","$"
15547,1,2642,89157,25926,10862659.59,"dollars","$"
15549,1,2642,89157,25926,15755393.68,"dollars","$"
15206,1,2629,89157,25927,236.01,"dollars","$"
15206,1,2642,89157,25927,-674054.58,"dollars","$"
15206,1,2652,89157,25927,-2278994.82,"dollars","$"
15529,1,2621,89157,25927,47787.98,"dollars","$"
15529,1,2629,89157,25927,611805.48,"dollars","$"
15529,1,2642,89157,25927,31768.96,"dollars","$"
15530,1,2621,89157,25927,3694,"dollars","$"
15530,1,2629,89157,25927,-23817,"dollars","$"
15530,1,2642,89157,25927,526428.77,"dollars","$"
15533,1,2642,89157,25927,36818.87,"dollars","$"
15538,1,2621,89157,25927,13075,"dollars","$"
15538,1,2642,89157,25927,1099.24,"dollars","$"
15544,1,2629,89157,25927,1165.02,"dollars","$"
15544,1,2642,89157,25927,703703.2,"dollars","$"
15547,1,2629,89157,25927,-6.79,"dollars","$"
15547,1,2642,89157,25927,12638761.98,"dollars","$"
15549,1,2642,89157,25927,18488709.84,"dollars","$"
15206,1,2629,89157,25928,689.28,"dollars","$"
15206,1,2642,89157,25928,-573204.69,"dollars","$"
15206,1,2652,89157,25928,-1938052.62,"dollars","$"
15529,1,2621,89157,25928,42143.42,"dollars","$"
15529,1,2629,89157,25928,999088.25,"dollars","$"
15529,1,2642,89157,25928,29687.62,"dollars","$"
15530,1,2621,89157,25928,82581.75,"dollars","$"
15530,1,2629,89157,25928,243244.5,"dollars","$"
15530,1,2642,89157,25928,383832.32,"dollars","$"
15533,1,2642,89157,25928,17972.55,"dollars","$"
15544,1,2629,89157,25928,3442.73,"dollars","$"
15544,1,2642,89157,25928,448294,"dollars","$"
15547,1,2642,89157,25928,12016974.22,"dollars","$"
15549,1,2642,89157,25928,14392973.21,"dollars","$"
15206,1,2629,89157,25929,358.48,"dollars","$"
15206,1,2642,89157,25929,-650467.17,"dollars","$"
15206,1,2652,89157,25929,-2199254.23,"dollars","$"
15529,1,2621,89157,25929,19753.22,"dollars","$"
15529,1,2629,89157,25929,260190.71,"dollars","$"
15529,1,2642,89157,25929,10181.8,"dollars","$"
15530,1,2621,89157,25929,-1280,"dollars","$"
15530,1,2642,89157,25929,257290.93,"dollars","$"
15533,1,2642,89157,25929,27680.48,"dollars","$"
15538,1,2642,89157,25929,1923.08,"dollars","$"
15544,1,2621,89157,25929,16624.5,"dollars","$"
15544,1,2629,89157,25929,1202.49,"dollars","$"
15544,1,2642,89157,25929,418974.16,"dollars","$"
15547,1,2642,89157,25929,12166593.29,"dollars","$"
15549,1,2629,89157,25929,-0.95,"dollars","$"
15549,1,2642,89157,25929,19344224.67,"dollars","$"
15206,1,2629,89157,25930,1457.86,"dollars","$"
15206,1,2642,89157,25930,-744090.21,"dollars","$"
15206,1,2652,89157,25930,-2515869.57,"dollars","$"
15529,1,2621,89157,25930,44022.02,"dollars","$"
15529,1,2629,89157,25930,962294.03,"dollars","$"
15529,1,2642,89157,25930,54765.11,"dollars","$"
15530,1,2621,89157,25930,-30158,"dollars","$"
15530,1,2629,89157,25930,3840,"dollars","$"
15530,1,2642,89157,25930,222483.17,"dollars","$"
15533,1,2642,89157,25930,37686.94,"dollars","$"
15538,1,2621,89157,25930,10731.5,"dollars","$"
15544,1,2621,89157,25930,237686,"dollars","$"
15544,1,2629,89157,25930,1216.35,"dollars","$"
15544,1,2642,89157,25930,438286.08,"dollars","$"
15547,1,2642,89157,25930,16661049.78,"dollars","$"
15549,1,2642,89157,25930,18560607.29,"dollars","$"
15206,1,2629,89157,25931,601.1,"dollars","$"
15206,1,2642,89157,25931,-669019.66,"dollars","$"
15206,1,2652,89157,25931,-2261996.97,"dollars","$"
15529,1,2621,89157,25931,19621.06,"dollars","$"
15529,1,2629,89157,25931,750266.72,"dollars","$"
15529,1,2642,89157,25931,29682.36,"dollars","$"
15530,1,2621,89157,25931,-50793.5,"dollars","$"
15530,1,2629,89157,25931,-26931.76,"dollars","$"
15530,1,2642,89157,25931,402476.59,"dollars","$"
15533,1,2642,89157,25931,23387.48,"dollars","$"
15538,1,2621,89157,25931,-5549.5,"dollars","$"
15538,1,2629,89157,25931,2303.55,"dollars","$"
15538,1,2642,89157,25931,1070.5,"dollars","$"
15544,1,2629,89157,25931,1345.78,"dollars","$"
15544,1,2642,89157,25931,445524.94,"dollars","$"
15547,1,2642,89157,25931,12793997.7,"dollars","$"
15549,1,2642,89157,25931,19064581.27,"dollars","$"
15206,1,2629,89157,25932,1002.66,"dollars","$"
15206,1,2642,89157,25932,-2121083.93,"dollars","$"
15206,1,2652,89157,25932,-7171453.96,"dollars","$"
15529,1,2621,89157,25932,72025980.19,"dollars","$"
15529,1,2629,89157,25932,1387786.45,"dollars","$"
15529,1,2642,89157,25932,30070.82,"dollars","$"
15530,1,2621,89157,25932,1150,"dollars","$"
15530,1,2629,89157,25932,-9499.85,"dollars","$"
15530,1,2642,89157,25932,341953.95,"dollars","$"
15533,1,2642,89157,25932,23191.99,"dollars","$"
15538,1,2621,89157,25932,-1436.84,"dollars","$"
15538,1,2642,89157,25932,1436.84,"dollars","$"
15544,1,2629,89157,25932,1260.37,"dollars","$"
15544,1,2642,89157,25932,680483.08,"dollars","$"
15547,1,2642,89157,25932,12701266.29,"dollars","$"
15549,1,2642,89157,25932,18870553.34,"dollars","$"
15206,1,2629,89157,25933,340.09,"dollars","$"
15206,1,2642,89157,25933,-721035.13,"dollars","$"
15206,1,2652,89157,25933,-2402512.17,"dollars","$"
15529,1,2621,89157,25933,30343.27,"dollars","$"
15529,1,2629,89157,25933,1096333.4,"dollars","$"
15529,1,2642,89157,25933,9732.72,"dollars","$"
15530,1,2629,89157,25933,-4328.03,"dollars","$"
15530,1,2642,89157,25933,344162.21,"dollars","$"
15533,1,2642,89157,25933,20992.11,"dollars","$"
15538,1,2621,89157,25933,-1280.75,"dollars","$"
15538,1,2642,89157,25933,1280.75,"dollars","$"
15544,1,2621,89157,25933,60,"dollars","$"
15544,1,2629,89157,25933,1382.64,"dollars","$"
15544,1,2642,89157,25933,525428.44,"dollars","$"
15547,1,2642,89157,25933,11937229.95,"dollars","$"
15549,1,2642,89157,25933,22090419.56,"dollars","$"
15206,1,2629,89157,25934,522.09,"dollars","$"
15206,1,2642,89157,25934,-718556.46,"dollars","$"
15206,1,2652,89157,25934,-2464806.49,"dollars","$"
15529,1,2621,89157,25934,831051.64,"dollars","$"
15529,1,2629,89157,25934,1036969.3,"dollars","$"
15529,1,2642,89157,25934,48738.24,"dollars","$"
15530,1,2629,89157,25934,-634.98,"dollars","$"
15530,1,2642,89157,25934,351099.19,"dollars","$"
15533,1,2642,89157,25934,24402.4,"dollars","$"
15538,1,2621,89157,25934,-1234.55,"dollars","$"
15538,1,2642,89157,25934,1234.55,"dollars","$"
15544,1,2629,89157,25934,1211.26,"dollars","$"
15544,1,2642,89157,25934,573241.34,"dollars","$"
15547,1,2642,89157,25934,13659956.81,"dollars","$"
15549,1,2642,89157,25934,19401788.02,"dollars","$"
15206,1,2629,89157,25935,739.67,"dollars","$"
15206,1,2642,89157,25935,-738188.21,"dollars","$"
15206,1,2652,89157,25935,-2495865.38,"dollars","$"
15529,1,2621,89157,25935,53086.17,"dollars","$"
15529,1,2629,89157,25935,1889414.11,"dollars","$"
15529,1,2642,89157,25935,26406.68,"dollars","$"
15530,1,2629,89157,25935,2584.58,"dollars","$"
15530,1,2642,89157,25935,271484.62,"dollars","$"
15533,1,2642,89157,25935,36282.21,"dollars","$"
15538,1,2621,89157,25935,-867.52,"dollars","$"
15538,1,2642,89157,25935,867.52,"dollars","$"
15544,1,2629,89157,25935,1512,"dollars","$"
15544,1,2642,89157,25935,517503.13,"dollars","$"
15547,1,2642,89157,25935,13801033.76,"dollars","$"
15549,1,2642,89157,25935,20310103.26,"dollars","$"
15206,1,2629,89157,25936,296.8,"dollars","$"
15206,1,2642,89157,25936,-641976.42,"dollars","$"
15206,1,2652,89157,25936,-2170542.78,"dollars","$"
15529,1,2621,89157,25936,26415.26,"dollars","$"
15529,1,2629,89157,25936,-464137.12,"dollars","$"
15529,1,2642,89157,25936,27263.83,"dollars","$"
15530,1,2629,89157,25936,-318.26,"dollars","$"
15530,1,2642,89157,25936,221062.16,"dollars","$"
15533,1,2642,89157,25936,25771.65,"dollars","$"
15538,1,2621,89157,25936,-362.35,"dollars","$"
15538,1,2642,89157,25936,868.03,"dollars","$"
15544,1,2629,89157,25936,10685.36,"dollars","$"
15544,1,2642,89157,25936,445626.57,"dollars","$"
15547,1,2642,89157,25936,11925391.73,"dollars","$"
15549,1,2642,89157,25936,19880554.51,"dollars","$"
15206,1,2629,89157,25937,183.41,"dollars","$"
15206,1,2642,89157,25937,-752954.47,"dollars","$"
15206,1,2652,89157,25937,29538879.54,"dollars","$"
15529,1,2621,89157,25937,48378.49,"dollars","$"
15529,1,2629,89157,25937,1554405.66,"dollars","$"
15529,1,2642,89157,25937,27432.27,"dollars","$"
15530,1,2629,89157,25937,-295.13,"dollars","$"
15530,1,2642,89157,25937,275906.87,"dollars","$"
15533,1,2642,89157,25937,10882.95,"dollars","$"
15544,1,2629,89157,25937,1443.99,"dollars","$"
15544,1,2642,89157,25937,361333.66,"dollars","$"
15547,1,2642,89157,25937,14605359.25,"dollars","$"
15549,1,2642,89157,25937,20762875.73,"dollars","$"
15206,1,2629,89157,25938,433.28,"dollars","$"
15206,1,2642,89157,25938,-703040.07,"dollars","$"
15206,1,2652,89157,25938,-2273660.2,"dollars","$"
15529,1,2621,89157,25938,1516200.48,"dollars","$"
15529,1,2629,89157,25938,508367.37,"dollars","$"
15529,1,2642,89157,25938,28295.89,"dollars","$"
15530,1,2629,89157,25938,-429.84,"dollars","$"
15530,1,2642,89157,25938,237007.47,"dollars","$"
15533,1,2642,89157,25938,24286.7,"dollars","$"
15538,1,2642,89157,25938,1298.21,"dollars","$"
15544,1,2621,89157,25938,2947.5,"dollars","$"
15544,1,2629,89157,25938,1239.29,"dollars","$"
15544,1,2642,89157,25938,458395.71,"dollars","$"
15547,1,2642,89157,25938,12292994.66,"dollars","$"
15549,1,2629,89157,25938,-0.75,"dollars","$"
15549,1,2642,89157,25938,20081401.02,"dollars","$"
15206,1,2629,89157,25939,3898.78,"dollars","$"
15206,1,2642,89157,25939,-787816.19,"dollars","$"
15206,1,2652,89157,25939,-2548054.87,"dollars","$"
15529,1,2621,89157,25939,38093.46,"dollars","$"
15529,1,2629,89157,25939,1987656.59,"dollars","$"
15529,1,2642,89157,25939,76419.12,"dollars","$"
15530,1,2629,89157,25939,-20075.18,"dollars","$"
15530,1,2642,89157,25939,317610.28,"dollars","$"
15533,1,2642,89157,25939,32235.77,"dollars","$"
15538,1,2621,89157,25939,12695,"dollars","$"
15538,1,2642,89157,25939,25224.46,"dollars","$"
15544,1,2621,89157,25939,0.01,"dollars","$"
15544,1,2629,89157,25939,0,"dollars","$"
15544,1,2642,89157,25939,26530.23,"dollars","$"
15547,1,2642,89157,25939,14801229.12,"dollars","$"
15549,1,2642,89157,25939,22093190.48,"dollars","$"
15206,1,2629,89157,25940,1768.24,"dollars","$"
15206,1,2642,89157,25940,-966754.21,"dollars","$"
15206,1,2652,89157,25940,-3126599.82,"dollars","$"
15529,1,2621,89157,25940,51417.4,"dollars","$"
15529,1,2629,89157,25940,2255590.29,"dollars","$"
15529,1,2642,89157,25940,47499.43,"dollars","$"
15530,1,2621,89157,25940,88226.02,"dollars","$"
15530,1,2629,89157,25940,248273,"dollars","$"
15530,1,2642,89157,25940,268222.87,"dollars","$"
15533,1,2642,89157,25940,34130.27,"dollars","$"
15538,1,2642,89157,25940,1935.23,"dollars","$"
15544,1,2621,89157,25940,16624.5,"dollars","$"
15544,1,2629,89157,25940,3881.22,"dollars","$"
15544,1,2642,89157,25940,1615885.02,"dollars","$"
15547,1,2642,89157,25940,15015107.59,"dollars","$"
15549,1,2642,89157,25940,28690917.75,"dollars","$"
15206,1,2629,89157,25941,47.86,"dollars","$"
15206,1,2642,89157,25941,-846824.93,"dollars","$"
15206,1,2652,89157,25941,-2738634.98,"dollars","$"
15529,1,2621,89157,25941,11879.61,"dollars","$"
15529,1,2629,89157,25941,685027.62,"dollars","$"
15529,1,2642,89157,25941,43037.57,"dollars","$"
15530,1,2629,89157,25941,-267.52,"dollars","$"
15530,1,2642,89157,25941,260000.86,"dollars","$"
15533,1,2642,89157,25941,25787.21,"dollars","$"
15538,1,2621,89157,25941,6252.5,"dollars","$"
15538,1,2642,89157,25941,1463.63,"dollars","$"
15544,1,2621,89157,25941,848.09,"dollars","$"
15544,1,2629,89157,25941,1247.59,"dollars","$"
15544,1,2642,89157,25941,592979.05,"dollars","$"
15547,1,2642,89157,25941,13295601.92,"dollars","$"
15549,1,2642,89157,25941,27417388.32,"dollars","$"
15206,1,2629,89157,25942,2118.42,"dollars","$"
15206,1,2642,89157,25942,-942218.95,"dollars","$"
15206,1,2652,89157,25942,-3047275.92,"dollars","$"
15529,1,2621,89157,25942,34253,"dollars","$"
15529,1,2629,89157,25942,1151354.09,"dollars","$"
15529,1,2642,89157,25942,44037.49,"dollars","$"
15530,1,2621,89157,25942,-83062,"dollars","$"
15530,1,2629,89157,25942,-30121.32,"dollars","$"
15530,1,2642,89157,25942,350900.86,"dollars","$"
15533,1,2642,89157,25942,62310,"dollars","$"
15538,1,2621,89157,25942,-595.84,"dollars","$"
15538,1,2642,89157,25942,873.29,"dollars","$"
15544,1,2621,89157,25942,238085.54,"dollars","$"
15544,1,2629,89157,25942,1250.98,"dollars","$"
15544,1,2642,89157,25942,469633.02,"dollars","$"
15547,1,2642,89157,25942,14384769.51,"dollars","$"
15549,1,2629,89157,25942,-0.91,"dollars","$"
15549,1,2642,89157,25942,30487259.92,"dollars","$"
15206,1,2629,89157,25943,2069.2,"dollars","$"
15206,1,2642,89157,25943,-1004617.19,"dollars","$"
15206,1,2652,89157,25943,-3249068.57,"dollars","$"
15529,1,2621,89157,25943,28853.75,"dollars","$"
15529,1,2629,89157,25943,1756119.98,"dollars","$"
15529,1,2642,89157,25943,37892.21,"dollars","$"
15530,1,2629,89157,25943,-760.9,"dollars","$"
15530,1,2642,89157,25943,253165.17,"dollars","$"
15533,1,2642,89157,25943,12826.64,"dollars","$"
15544,1,2629,89157,25943,1456.58,"dollars","$"
15544,1,2642,89157,25943,423667.84,"dollars","$"
15547,1,2642,89157,25943,15784331.54,"dollars","$"
15549,1,2642,89157,25943,31933306.85,"dollars","$"
15206,1,2629,89157,25944,3951.74,"dollars","$"
15206,1,2642,89157,25944,-835377.5,"dollars","$"
15206,1,2652,89157,25944,-2701871.63,"dollars","$"
15529,1,2621,89157,25944,39832.25,"dollars","$"
15529,1,2629,89157,25944,-199707.61,"dollars","$"
15529,1,2642,89157,25944,40992,"dollars","$"
15530,1,2621,89157,25944,-320,"dollars","$"
15530,1,2629,89157,25944,-299.83,"dollars","$"
15530,1,2642,89157,25944,404228.27,"dollars","$"
15533,1,2642,89157,25944,28776.86,"dollars","$"
15538,1,2621,89157,25944,-2138.55,"dollars","$"
15538,1,2629,89157,25944,4012.75,"dollars","$"
15538,1,2642,89157,25944,2138.55,"dollars","$"
15544,1,2629,89157,25944,1510.9,"dollars","$"
15544,1,2642,89157,25944,512940.7,"dollars","$"
15547,1,2642,89157,25944,13196580.99,"dollars","$"
15549,1,2629,89157,25944,-0.39,"dollars","$"
15549,1,2642,89157,25944,27740328.02,"dollars","$"
15206,1,2629,89157,25945,268566.64,"dollars","$"
15206,1,2642,89157,25945,-2643816.55,"dollars","$"
15206,1,2652,89157,25945,-8567828.12,"dollars","$"
15529,1,2621,89157,25945,68678968.25,"dollars","$"
15529,1,2629,89157,25945,5577950.8,"dollars","$"
15529,1,2642,89157,25945,43264.64,"dollars","$"
15530,1,2629,89157,25945,-228.12,"dollars","$"
15530,1,2642,89157,25945,482945.37,"dollars","$"
15533,1,2642,89157,25945,26108.27,"dollars","$"
15538,1,2621,89157,25945,-902.06,"dollars","$"
15538,1,2642,89157,25945,902.06,"dollars","$"
15544,1,2621,89157,25945,60,"dollars","$"
15544,1,2629,89157,25945,1428.18,"dollars","$"
15544,1,2642,89157,25945,429427.22,"dollars","$"
15547,1,2642,89157,25945,14224718.57,"dollars","$"
15549,1,2642,89157,25945,42726184.24,"dollars","$"
15206,1,2629,89157,25946,73.18,"dollars","$"
15206,1,2642,89157,25946,-1480881.01,"dollars","$"
15206,1,2652,89157,25946,-4789174,"dollars","$"
15529,1,2621,89157,25946,11941871.69,"dollars","$"
15529,1,2629,89157,25946,5664771.83,"dollars","$"
15529,1,2642,89157,25946,44672.95,"dollars","$"
15530,1,2629,89157,25946,-130.68,"dollars","$"
15530,1,2642,89157,25946,252294.81,"dollars","$"
15533,1,2642,89157,25946,20682.03,"dollars","$"
15538,1,2621,89157,25946,-780.55,"dollars","$"
15538,1,2642,89157,25946,780.55,"dollars","$"
15544,1,2629,89157,25946,1410.79,"dollars","$"
15544,1,2642,89157,25946,519944.24,"dollars","$"
15547,1,2642,89157,25946,13768971.12,"dollars","$"
15549,1,2629,89157,25946,-0.8,"dollars","$"
15549,1,2642,89157,25946,41829562.32,"dollars","$"
15206,1,2629,89157,25947,2612.21,"dollars","$"
15206,1,2642,89157,25947,-1215436.44,"dollars","$"
15206,1,2652,89157,25947,-3930893.84,"dollars","$"
15529,1,2621,89157,25947,36768.89,"dollars","$"
15529,1,2629,89157,25947,1939767.66,"dollars","$"
15529,1,2642,89157,25947,44789.34,"dollars","$"
15530,1,2642,89157,25947,384245,"dollars","$"
15533,1,2642,89157,25947,44472.26,"dollars","$"
15538,1,2621,89157,25947,-856.66,"dollars","$"
15538,1,2642,89157,25947,856.66,"dollars","$"
15544,1,2621,89157,25947,2947.5,"dollars","$"
15544,1,2629,89157,25947,1506.45,"dollars","$"
15544,1,2642,89157,25947,394608.74,"dollars","$"
15547,1,2642,89157,25947,15405639.63,"dollars","$"
15549,1,2629,89157,25947,0.8,"dollars","$"
15549,1,2642,89157,25947,42517075.49,"dollars","$"
15206,1,2629,89157,25948,169.17,"dollars","$"
15206,1,2642,89157,25948,-990226.81,"dollars","$"
15206,1,2652,89157,25948,-3202404.67,"dollars","$"
15529,1,2621,89157,25948,31062.75,"dollars","$"
15529,1,2629,89157,25948,-691240.07,"dollars","$"
15529,1,2642,89157,25948,39486.78,"dollars","$"
15530,1,2642,89157,25948,130926.67,"dollars","$"
15533,1,2642,89157,25948,7922.9,"dollars","$"
15538,1,2621,89157,25948,-781.55,"dollars","$"
15538,1,2642,89157,25948,781.55,"dollars","$"
15544,1,2629,89157,25948,10909.5,"dollars","$"
15544,1,2642,89157,25948,-1386064.44,"dollars","$"
15547,1,2642,89157,25948,15925634.85,"dollars","$"
15549,1,2629,89157,25948,-0.25,"dollars","$"
15549,1,2642,89157,25948,35442701.78,"dollars","$"
15206,1,2629,89157,25949,30862.9,"dollars","$"
15206,1,2642,89157,25949,-1241451.38,"dollars","$"
15206,1,2652,89157,25949,38837090.71,"dollars","$"
15529,1,2621,89157,25949,35258.6,"dollars","$"
15529,1,2629,89157,25949,3029311.22,"dollars","$"
15529,1,2642,89157,25949,54546.19,"dollars","$"
15530,1,2642,89157,25949,413549.04,"dollars","$"
15533,1,2642,89157,25949,36799.06,"dollars","$"
15538,1,2621,89157,25949,502.69,"dollars","$"
15538,1,2642,89157,25949,877.09,"dollars","$"
15544,1,2629,89157,25949,1503.53,"dollars","$"
15544,1,2642,89157,25949,385361.79,"dollars","$"
15547,1,2642,89157,25949,16756582.56,"dollars","$"
15549,1,2642,89157,25949,41358277.19,"dollars","$"
15206,1,2629,89157,25950,135.9,"dollars","$"
15206,1,2642,89157,25950,-10814148.23,"dollars","$"
15206,1,2652,89157,25950,-32853390.75,"dollars","$"
15529,1,2621,89157,25950,486285570.16,"dollars","$"
15529,1,2629,89157,25950,488172.71,"dollars","$"
15529,1,2642,89157,25950,46201.4,"dollars","$"
15530,1,2621,89157,25950,-136.61,"dollars","$"
15530,1,2629,89157,25950,-11938.86,"dollars","$"
15530,1,2642,89157,25950,254820.68,"dollars","$"
15533,1,2642,89157,25950,23000.85,"dollars","$"
15538,1,2621,89157,25950,320,"dollars","$"
15544,1,2629,89157,25950,-9273.44,"dollars","$"
15544,1,2642,89157,25950,3579.74,"dollars","$"
15547,1,2642,89157,25950,16558118.48,"dollars","$"
15549,1,2642,89157,25950,37068976.42,"dollars","$"
15206,1,2629,89157,25951,1038.91,"dollars","$"
15206,1,2642,89157,25951,-1161881.66,"dollars","$"
15206,1,2652,89157,25951,-3529860.88,"dollars","$"
15529,1,2621,89157,25951,35313.29,"dollars","$"
15529,1,2629,89157,25951,-126431.55,"dollars","$"
15529,1,2642,89157,25951,46933.5,"dollars","$"
15530,1,2621,89157,25951,2420.62,"dollars","$"
15530,1,2629,89157,25951,312.66,"dollars","$"
15530,1,2642,89157,25951,201471.15,"dollars","$"
15533,1,2642,89157,25951,41418.32,"dollars","$"
15538,1,2621,89157,25951,12375,"dollars","$"
15538,1,2642,89157,25951,865.94,"dollars","$"
15544,1,2621,89157,25951,1247.63,"dollars","$"
15544,1,2642,89157,25951,234.97,"dollars","$"
15547,1,2642,89157,25951,17692519.13,"dollars","$"
15549,1,2642,89157,25951,40185402.2,"dollars","$"
15206,1,2629,89157,25952,694.52,"dollars","$"
15206,1,2642,89157,25952,-1152058.49,"dollars","$"
15206,1,2652,89157,25952,-3499996.77,"dollars","$"
15529,1,2621,89157,25952,23488.97,"dollars","$"
15529,1,2629,89157,25952,1566909.7,"dollars","$"
15529,1,2642,89157,25952,43490.61,"dollars","$"
15530,1,2621,89157,25952,83942,"dollars","$"
15530,1,2629,89157,25952,224399.52,"dollars","$"
15530,1,2642,89157,25952,279657.25,"dollars","$"
15533,1,2642,89157,25952,37712.46,"dollars","$"
15538,1,2629,89157,25952,3723.52,"dollars","$"
15538,1,2642,89157,25952,1077.04,"dollars","$"
15544,1,2642,89157,25952,28287.44,"dollars","$"
15547,1,2642,89157,25952,16035662.65,"dollars","$"
15549,1,2642,89157,25952,39274573.63,"dollars","$"
15206,1,2629,89157,25953,11940.05,"dollars","$"
15206,1,2642,89157,25953,-1242639.63,"dollars","$"
15206,1,2652,89157,25953,-3775879.47,"dollars","$"
15529,1,2621,89157,25953,10490.68,"dollars","$"
15529,1,2629,89157,25953,-1913829.42,"dollars","$"
15529,1,2642,89157,25953,43643.67,"dollars","$"
15530,1,2629,89157,25953,-545.94,"dollars","$"
15530,1,2642,89157,25953,324505.73,"dollars","$"
15533,1,2642,89157,25953,27789.12,"dollars","$"
15538,1,2621,89157,25953,6252.5,"dollars","$"
15538,1,2642,89157,25953,1081.94,"dollars","$"
