calendar_year,corporate_name,revenue_agency_type,revenue_agency,revenue_type,commodity,commodity_order,raw_revenue,revenue
2014,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$8,757,921.22",8757921.22
2014,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$3,613,726.71",3613726.71
2015,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$12,213.06",12213.06
2015,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$48,523,298.03",48523298.03
2015,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$32,405.12",32405.12
2015,MARATHON OIL CO,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$367,000.00",367000.00
2015,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$3,716,777.29",3716777.29
2015,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$3,853,462.35",3853462.35
2015,MARATHON OIL CO,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$5,635,636.00",5635636.00
2015,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$332,730.00",332730.00
2015,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,589.22",1589.22
2015,MARATHON OIL CO,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"-$40,000.00",-40000.00
2016,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$618,055.54",618055.54
2016,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,"$3,345.33",3345.33
2016,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$2,117,436.37",2117436.37
2016,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$15,372,136.92",15372136.92
2016,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$526,330.00",526330.00
2016,MARATHON OIL CO,ONRR - Inspection Fees,ONRR,Inspection Fees,Oil & gas (pre-production),Oil &,"$91,500.00",91500.00
2016,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$655,831.95",655831.95
2017,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$753,795.00",753795.00
2017,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,853,632.95",8853632.95
2017,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Other commodities,Other,$0.20,0.20
2017,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,$637.00,637.00
2017,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$735,756.23",735756.23
2017,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"-$403,127.62",-403127.62
2017,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$25,356.50",25356.50
2018,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$38,368,307.30",38368307.30
2018,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$1,530,322.71",1530322.71
2018,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$1,894.00",1894.00
2018,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$1,823,290.00",1823290.00
2018,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$108,991.46",108991.46
2019,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"$3,059.00",3059.00
2019,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$43,957,621.70",43957621.70
2019,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$801,770.00",801770.00
2019,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"$28,471.50",28471.50
2019,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$457,961.99",457961.99
2019,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"$2,654,076.53",2654076.53
2019,MARATHON OIL CO,ONRR - Civil Penalties,ONRR,Civil Penalties,N/a,N/a,"$115,482.00",115482.00
2020,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"$2,004,040.00",2004040.00
2018,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"28,692.50",28692.50
2018,MARATHON OIL CO,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"$103,433,880.00",103433880.00
2020,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Gas,2,"18,261,304.62",18261304.62
2020,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil,1,"$5,809,470.22",5809470.22
2020,MARATHON OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"110,806,602.74",110806602.74
2020,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"900,574.45",900574.45
2020,MARATHON OIL CO,ONRR/BLM - Bonus,ONRR/BLM,Bonus,Oil & gas (pre-production),Oil &,"-809,944.00",-809944.00
2020,MARATHON OIL CO,ONRR/BLM - Rents,ONRR/BLM,Rents,Oil & gas (pre-production),Oil &,"3,716,415.50",3716415.50
2020,MARATHON OIL CO,ONRR - Inspection Fees,ONRR,Inspection Fees,N/a,N/a,"$482,000.00",482000.00
2020,MARATHON OIL CO,ONRR - Other Revenues,ONRR,Other Revenues,N/a,N/a,"5,556.45",5556.45
2021,MARATHON OIL CO,BLM - Permit Fees,BLM,Permit Fees,Oil & gas (pre-production),Oil &,"318,210.00",318210.00
2014,MAR OIL AND GAS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$23,378.43",23378.43
2014,MAR OIL AND GAS CORP,ONRR - Royalties,ONRR,Royalties,Gas,2,"$307,156.94",307156.94
2014,MAR OIL AND GAS CORP,ONRR - Other Revenues,ONRR,Other Revenues,Oil & gas (pre-production),Oil &,"$2,154.18",2154.18
