calendar_year,corporate_name,revenue_agency_type,revenue_agency,revenue_type,commodity,commodity_order,raw_revenue,revenue
2014,J & M RAYMOND LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,975.74",1975.74
2014,J CLEO THOMPSON,ONRR - Royalties,ONRR,Royalties,Oil,1,"$222,174.19",222174.19
2014,J P INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$511,340.39",511340.39
2014,JOHN H HENDRIX CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$68,691.03",68691.03
2014,JONAH ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,485,754.59",7485754.59
2014,JONES ENERGY LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$45,572.73",45572.73
2014,KAISER-FRANCIS OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$478,204.43",478204.43
2014,KGH OPERATING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$23,851.89",23851.89
2014,KIMBELL OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,516.94",7516.94
2014,KMD OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$216,889.27",216889.27
2014,KOCH INDUSTRIES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,729,334.32",4729334.32
2014,KODIAK OIL & GAS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$667,073.48",667073.48
2014,LAREDO PETROLEUM INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$285,179.97",285179.97
2014,LASSO OIL & GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$69,732.24",69732.24
2014,LIBERTY RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$191,535.27",191535.27
2014,LIGHTHOUSE OIL & GAS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$186,666.93",186666.93
2014,LIME ROCK RESOURCES,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,701,643.33",7701643.33
2014,LINDER OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$37,228.19",37228.19
2014,LINN ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$47,811,772.42",47811772.42
2014,LIVELY EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,993.67",1993.67
2014,LOCIN OIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$19,797.36",19797.36
2014,LONE MOUNTAIN PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$15,425.50",15425.50
2014,LPC CRUDE OIL INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,053,538.69",3053538.69
2014,LUFF EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$129,793.44",129793.44
2014,M V PURCHASING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$207,747.33",207747.33
2014,MACK ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,840,264.21",3840264.21
2014,MACPHERSON ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$13,036,329.33",13036329.33
2014,MAKOIL INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,213,075.91",1213075.91
2014,MARALEX RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$21,216.19",21216.19
2014,MARITECH RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"-$124,930.88",-124930.88
2014,MARLIN ENERGY OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$815,685.89",815685.89
2014,MATADOR RESOURCES CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$53,696.67",53696.67
2014,MATRIX PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$180,038.64",180038.64
2014,MAXUS EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,260,196.25",5260196.25
2014,MBI OIL AND GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$137,564.78",137564.78
2014,MC OFFSHORE PETROLEUM LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,824,869.91",5824869.91
2014,MCRAE & HENRY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$121,284.93",121284.93
2014,MCX GULF OF MEXICO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,257,222.13",3257222.13
2014,MEDCO ENERGI US LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,815,233.12",2815233.12
2014,MEREDITH MARKETING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,056,545.25",3056545.25
2014,MERIT ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$26,773,761.03",26773761.03
2014,MESA ENERGY PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$62,281.56",62281.56
2014,MITENERGY UPSTREAM LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$334,050.61",334050.61
2014,MUREX PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$101,329.45",101329.45
2014,MUSTANG FUEL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$47,995.39",47995.39
2014,MYCO INDUSTRIES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$212,972.85",212972.85
2014,NADEL AND GUSSMAN HEYCO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$418,073.76",418073.76
2014,NAFTEX HOLDINGS LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$347,816.00",347816.00
2014,NATIONAL FUEL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,762.08",1762.08
2014,NATIONAL FUEL GAS CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,515,818.87",2515818.87
2014,NATURAL GAS PROCESSING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$122,470.72",122470.72
2014,NEARBURG PRODUCING CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,801,075.39",5801075.39
2014,NEWFIELD EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$58,518,901.54",58518901.54
2014,NEXEN PETROLEUM USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$9,333,193.32",9333193.32
2014,NGP ENERGY CAPITAL MANAGEMENT LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,527,102.91",3527102.91
2014,NOBLE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$83,622,419.54",83622419.54
2014,NOEX ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,383,727.27",8383727.27
2014,NORTH FINN LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$261,293.55",261293.55
2014,NORTHSTAR OFFSHORE GROUP LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,380,207.12",2380207.12
2014,NORTHWESTERN MUTUAL LIFE INSURANCE,ONRR - Royalties,ONRR,Royalties,Oil,1,"$35,642.40",35642.40
2014,OMIMEX RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$122,907.66",122907.66
2014,ONLINE RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$168,763.19",168763.19
2014,OSAGE PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$152,797.23",152797.23
2014,PACE DIVERSIFIED CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$115,095.41",115095.41
2014,PACIFIC OPERATORS OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,677,397.54",3677397.54
2014,PALMER PETROLEUM INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$161,792.62",161792.62
2014,PAR MINERALS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$133,114.53",133114.53
2014,PAR PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,-$152.48,-152.48
2014,PEABODY ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$31,176.90",31176.90
2014,PHILLIPS 66 CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$9,987,712.95",9987712.95
2014,PEAK POWDER RIVER RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,382,193.47",4382193.47
2014,PETRO HARVESTER LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,690,879.34",1690879.34
2014,PETRO VENTURES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$492,420.33",492420.33
2014,PETROBRAS AMERICA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,956,987.27",8956987.27
2014,PETRO-HUNT LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,241,700.43",6241700.43
2014,PETROLEUM DEVELOPMENT CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$88,380.96",88380.96
2014,PETROQUEST ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$13,751,231.91",13751231.91
2014,PICEANCE ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$256,382.94",256382.94
2014,PINEDALE INVESTMENT INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$169,948.56",169948.56
2014,POC-I LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$218,566.09",218566.09
2014,PPC OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$336,663.24",336663.24
2014,PREMIER NATURAL RESOURCES II LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$253,468.89",253468.89
2014,PRIDE ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$194,683.43",194683.43
2014,PROBE RESOURCES US LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$42,908.04",42908.04
2014,QUESTAR CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,107,477.77",3107477.77
2014,RAAM GLOBAL ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,900,418.19",3900418.19
2014,REDLAND RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$112,173.31",112173.31
2014,RENAISSANCE OFFSHORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$23,634,603.00",23634603.00
2014,RESOURCE DEVELOPMENT TECHNOLOGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$23,860.79",23860.79
2014,RIDGELAKE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$968,430.67",968430.67
2014,RKI EXPLORATION & PRODUCTION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$16,911,738.02",16911738.02
2014,RMR OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,256,299.60",1256299.60
2014,ROSEWOOD RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$134,289.38",134289.38
2014,ROYAL PRODUCTION CO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$62,102.28",62102.28
2014,SAGA PETROLEUM,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,022,422.01",1022422.01
2014,SAN JUAN RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$54,696.52",54696.52
2014,SANDRIDGE ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$42,706,973.26",42706973.26
2014,SCHALK DEVELOPMENT CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$14,187.81",14187.81
2014,SEELEY OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$281,365.65",281365.65
2014,SEQUEL ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$287,138.90",287138.90
2014,SHERIDAN PRODUCTION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,717,983.81",3717983.81
2014,SIGNAL HILL CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,225,698.41",2225698.41
2014,SLAWSON EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,913,141.37",10913141.37
2014,SM ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$18,324,881.83",18324881.83
2014,SOC RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$279,636.74",279636.74
2014,SOJITZ ENERGY VENTURE INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$7,348,267.16",7348267.16
2014,SOMONT OIL CO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$150,643.27",150643.27
2014,SOUTHWESTERN ENERGY VENTURES CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$27,668.56",27668.56
2014,SPECIAL ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,796.15",8796.15
2014,SPOONER PETROLEUM CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$107,173.81",107173.81
2014,STATE OF ALASKA,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,601,522.34",2601522.34
2014,STATOIL,ONRR - Royalties,ONRR,Royalties,Oil,1,"$59,100,580.05",59100580.05
2014,STEALTH ENERGY USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$109,781.74",109781.74
2014,STEPHENS PRODUCTION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,$30.09,30.09
2014,STRACHAN EXPLORATION INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$148,271.65",148271.65
2014,SUNSHINE VALLEY PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$493,338.94",493338.94
2014,T H MCELVAIN OIL & GAS,ONRR - Royalties,ONRR,Royalties,Oil,1,"$210,307.81",210307.81
2014,TANA EXPLORATION CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,870,387.17",8870387.17
2014,TANDEM ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$266,076.54",266076.54
2014,TELLUS OPERATING GROUP LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$184,866.20",184866.20
2014,TEXLAND PETROLEUM LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$372,961.81",372961.81
2014,THE ANSCHUTZ CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$99,815.78",99815.78
2014,THE TERMO CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$785,525.58",785525.58
2014,THOMPSON ENGR & PROD CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$22,651.49",22651.49
2014,THREE FORKS RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$16,750.70",16750.70
2014,THUNDERBIRD RESOURCES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$453,368.76",453368.76
2014,TIMBERLINE PROD CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$363,205.92",363205.92
2014,TRANSWORLD SYSTEMS PETROLEUM INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,228,453.31",1228453.31
2014,URSA OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$246,293.73",246293.73
2014,VANTAGE ENERGY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$35,489.67",35489.67
2014,VERNON E FAULCONER INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$43,674.48",43674.48
2014,WAGNER OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$134,827.67",134827.67
2014,WBI HOLDINGS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$10,982,455.39",10982455.39
2014,WESPAC ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$162,651.74",162651.74
2014,WESTERN AMERICAN RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$103,470.47",103470.47
2014,WESTERN ENERGY OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$220,086.10",220086.10
2014,WESTSTAR EXPLORATION CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$89,051.48",89051.48
2014,WHISTLER ENERGY II LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$12,598,442.20",12598442.20
2014,WHITE OAK OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$409,257.05",409257.05
2014,WILBANKS RESERVE CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$550,476.60",550476.60
2014,WINDSOR ENERGY GROUP LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$203,978.56",203978.56
2014,WOLD ENERGY PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$28,391.72",28391.72
2014,WOODSIDE ENERGY USA INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,794,156.71",6794156.71
2014,WPX ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$14,298,770.61",14298770.61
2014,WYNN-CROSBY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$16,249.59",16249.59
2014,YATES PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$29,530,110.83",29530110.83
2014,ZENERGY OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$129,224.32",129224.32
2015,ABRAXAS PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,634,742.09",2634742.09
2015,AERA ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$15,935,882.68",15935882.68
2015,ALAMO-PALACE MP 59 LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,001,009.78",2001009.78
2015,ALTA MESA SERVICES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$59,762.87",59762.87
2015,B C OPERATING INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$187,770.85",187770.85
2015,ANADARKO PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$88,901,469.92",88901469.92
2015,ANGLO SUISSE OFFSHORE PARTNERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,075,278.34",1075278.34
2015,APACHE CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$41,622,197.04",41622197.04
2015,ARCADIA OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$194,178.57",194178.57
2015,ARENA ENERGY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$50,858,471.83",50858471.83
2015,ARGENT ENERGY US HOLDINGS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$541,644.38",541644.38
2015,ARM ENERGY MANAGEMENT LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$8,782.70",8782.70
2015,ARNELL OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$120,575.69",120575.69
2015,BADGER OIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$204,034.84",204034.84
2015,BALLARD PETROLEUM HOLDINGS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,828,231.33",4828231.33
2015,BASA RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$354,964.61",354964.61
2015,BAYSWATER EXPL & PROD LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$306,780.70",306780.70
2015,BENNU OIL & GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$18,183,306.07",18183306.07
2015,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$413,822.83",413822.83
2015,BERENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$33,377.60",33377.60
2015,BETA OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$20,859,027.11",20859027.11
2015,BILL BARRETT CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,820,877.40",1820877.40
2015,BI-PETRO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$43,393.60",43393.60
2015,BLACK BEAR OIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$580,829.82",580829.82
2015,BLACK DIAMOND MINERALS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,947.68",1947.68
2015,BLACK ELK ENERGY OFFSHORE OPERATIONS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,871,492.82",1871492.82
2015,BLACK HILLS CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$603,855.15",603855.15
2015,BOIS D ARC EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,175,085.70",1175085.70
2015,BOPCO LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$30,193,252.06",30193252.06
2015,BREITBURN ENERGY PARTNERS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$4,101,281.70",4101281.70
2015,BTA OIL PRODUCERS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,260,848.23",5260848.23
2015,BURNETT OIL CO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$12,264,034.97",12264034.97
2015,CAERUS OIL AND GAS LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$15,470.99",15470.99
2015,CALYPSO EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,792,448.36",3792448.36
2015,CANO PETROLEUM OF NEW MEXICO INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$129,751.07",129751.07
2015,CANTERA OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,225.49",3225.49
2015,CARRIZO OIL & GAS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$203,658.98",203658.98
2015,CASILLAS PETROLEUM CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$568,595.57",568595.57
2015,CASTEX OFFSHORE INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,688,259.51",5688259.51
2015,CASTLETON COMMODITIES INTERNATIONAL LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$177,401.05",177401.05
2015,CHACO ENERGY CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$97,870.48",97870.48
2015,CHARGER RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$351,912.77",351912.77
2015,CHEMILY MANAGEMENT CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$158,182.00",158182.00
2015,CHESAPEAKE EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$6,195,775.10",6195775.10
2015,CHEVRON CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$323,359,180.80",323359180.80
2015,CHEYENNE RIVER LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$319,653.26",319653.26
2015,CHIPCORE LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$26,672.71",26672.71
2015,CIRQUE RESOURCES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$13,719.82",13719.82
2015,CLAYTON WILLIAMS ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$341,871.29",341871.29
2015,CML EXPLORATION LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$136,045.94",136045.94
2015,COACHMEN ENERGY OPERATING CO LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$11,731.22",11731.22
2015,COCHON PROPERTIES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$427,882.32",427882.32
2015,"COMPANIES BELOW $100,000 THRESHOLD",ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,017,530.57",5017530.57
2015,CONCHO RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$71,893,938.48",71893938.48
2015,CONOCOPHILLIPS,ONRR - Royalties,ONRR,Royalties,Oil,1,"$56,285,623.40",56285623.40
2015,CONTINENTAL RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$33,907,955.81",33907955.81
2015,CRESCENT POINT ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,033,945.36",1033945.36
2015,CROSS TIMBERS ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$728,316.82",728316.82
2015,DAVID H ARRINGTON OIL & GAS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$3,256.84",3256.84
2015,DCOR LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$9,879,367.98",9879367.98
2015,DEEP GULF ENERGY LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,112,545.51",1112545.51
2015,DEVON ENERGY CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$96,489,829.34",96489829.34
2015,DJ SIMMONS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$44,139.85",44139.85
2015,DORADO OIL CO,ONRR - Royalties,ONRR,Royalties,Oil,1,"$403,802.58",403802.58
2015,DUGAN PRODUCTION CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$325,523.45",325523.45
2015,E&B NATURAL RESOURCES MANAGEMENT CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,224,806.26",1224806.26
2015,EE3 LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$614,850.71",614850.71
2015,ELAND ENERGY INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$239,845.77",239845.77
2015,ELM RIDGE RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$340,921.09",340921.09
2015,EMERALD OIL INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$522,081.00",522081.00
2015,ENCANA CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$14,732,290.15",14732290.15
2015,ENCINO OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$183,315.72",183315.72
2015,ENDEAVOR ENERGY RESOURCES LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$185,128.07",185128.07
2015,ENDURING RESOURCES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$20,683.70",20683.70
2015,ENDURO OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,095,502.99",2095502.99
2015,ENERGEN RESOURCES CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$2,039,527.14",2039527.14
2015,ENERGY TRANSFER EQUITY,ONRR - Royalties,ONRR,Royalties,Oil,1,"$1,685,785.70",1685785.70
2015,ENERGY XXI LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$68,435,465.69",68435465.69
2015,ENERGYQUEST II LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$144,775.16",144775.16
2015,ENERVEST LTD,ONRR - Royalties,ONRR,Royalties,Oil,1,"$875,488.48",875488.48
2015,ENTERPRISE PRODUCTS PARTNERS LP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$5,514,979.44",5514979.44
2015,ENVEN ENERGY VENTURES LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$12,891,042.96",12891042.96
2015,EOG RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$34,549,404.79",34549404.79
2015,EPL OIL & GAS INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$59,301,118.71",59301118.71
2015,EXXON MOBIL CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$161,534,601.70",161534601.70
2015,FDL OPERATING LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$16,561,261.38",16561261.38
2015,FIELDWOOD ENERGY LLC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$191,541,010.60",191541010.60
2015,FINLEY RESOURCES INC,ONRR - Royalties,ONRR,Royalties,Oil,1,"$558,647.63",558647.63
2015,FORELAND REFINING CORP,ONRR - Royalties,ONRR,Royalties,Oil,1,"$525,794.45",525794.45
2015,FOUNDATION ENERGY MANAGEMENT,ONRR - Royalties,ONRR,Royalties,Oil,1,"$107,441.29",107441.29
